"","period","year","month","date","label","account","account_label","account_generic","account_subcategory","account_category","account_statement","value"
"3516","2047-05",2047,5,2047-05-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4199.12
"3517","2047-05",2047,5,2047-05-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-800.88
"3518","2047-05",2047,5,2047-05-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3519","2047-06",2047,6,2047-06-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4220.11
"3520","2047-06",2047,6,2047-06-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4220.11
"3521","2047-06",2047,6,2047-06-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",779.89
"3522","2047-06",2047,6,2047-06-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",779.89
"3523","2047-06",2047,6,2047-06-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4220.11
"3524","2047-06",2047,6,2047-06-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-779.89
"3525","2047-06",2047,6,2047-06-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3526","2047-07",2047,7,2047-07-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4241.21
"3527","2047-07",2047,7,2047-07-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4241.21
"3528","2047-07",2047,7,2047-07-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",758.79
"3529","2047-07",2047,7,2047-07-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",758.79
"3530","2047-07",2047,7,2047-07-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4241.21
"3531","2047-07",2047,7,2047-07-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-758.79
"3532","2047-07",2047,7,2047-07-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3533","2047-08",2047,8,2047-08-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4262.42
"3534","2047-08",2047,8,2047-08-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4262.42
"3535","2047-08",2047,8,2047-08-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",737.58
"3536","2047-08",2047,8,2047-08-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",737.58
"3537","2047-08",2047,8,2047-08-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4262.42
"3538","2047-08",2047,8,2047-08-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-737.58
"3539","2047-08",2047,8,2047-08-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3540","2047-09",2047,9,2047-09-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4283.73
"3541","2047-09",2047,9,2047-09-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4283.73
"3542","2047-09",2047,9,2047-09-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",716.27
"3543","2047-09",2047,9,2047-09-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",716.27
"3544","2047-09",2047,9,2047-09-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4283.73
"3545","2047-09",2047,9,2047-09-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-716.27
"3546","2047-09",2047,9,2047-09-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3547","2047-10",2047,10,2047-10-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4305.15
"3548","2047-10",2047,10,2047-10-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4305.15
"3549","2047-10",2047,10,2047-10-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",694.85
"3550","2047-10",2047,10,2047-10-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",694.85
"3551","2047-10",2047,10,2047-10-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4305.15
"3552","2047-10",2047,10,2047-10-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-694.85
"3553","2047-10",2047,10,2047-10-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3554","2047-11",2047,11,2047-11-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4326.67
"3555","2047-11",2047,11,2047-11-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4326.67
"3556","2047-11",2047,11,2047-11-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",673.33
"3557","2047-11",2047,11,2047-11-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",673.33
"3558","2047-11",2047,11,2047-11-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4326.67
"3559","2047-11",2047,11,2047-11-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-673.33
"3560","2047-11",2047,11,2047-11-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3561","2047-12",2047,12,2047-12-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4348.31
"3562","2047-12",2047,12,2047-12-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4348.31
"3563","2047-12",2047,12,2047-12-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",651.69
"3564","2047-12",2047,12,2047-12-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",651.69
"3565","2047-12",2047,12,2047-12-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4348.31
"3566","2047-12",2047,12,2047-12-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-651.69
"3567","2047-12",2047,12,2047-12-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3568","2048-01",2048,1,2048-01-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4370.05
"3569","2048-01",2048,1,2048-01-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4370.05
"3570","2048-01",2048,1,2048-01-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",629.95
"3571","2048-01",2048,1,2048-01-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",629.95
"3572","2048-01",2048,1,2048-01-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4370.05
"3573","2048-01",2048,1,2048-01-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-629.95
"3574","2048-01",2048,1,2048-01-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3575","2048-02",2048,2,2048-02-29,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4391.9
"3576","2048-02",2048,2,2048-02-29,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4391.9
"3577","2048-02",2048,2,2048-02-29,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",608.1
"3578","2048-02",2048,2,2048-02-29,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",608.1
"3579","2048-02",2048,2,2048-02-29,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4391.9
"3580","2048-02",2048,2,2048-02-29,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-608.1
"3581","2048-02",2048,2,2048-02-29,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3582","2048-03",2048,3,2048-03-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4413.86
"3583","2048-03",2048,3,2048-03-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4413.86
"3584","2048-03",2048,3,2048-03-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",586.14
"3585","2048-03",2048,3,2048-03-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",586.14
"3586","2048-03",2048,3,2048-03-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4413.86
"3587","2048-03",2048,3,2048-03-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-586.14
"3588","2048-03",2048,3,2048-03-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3589","2048-04",2048,4,2048-04-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4435.93
"3590","2048-04",2048,4,2048-04-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4435.93
"3591","2048-04",2048,4,2048-04-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",564.07
"3592","2048-04",2048,4,2048-04-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",564.07
"3593","2048-04",2048,4,2048-04-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4435.93
"3594","2048-04",2048,4,2048-04-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-564.07
"3595","2048-04",2048,4,2048-04-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3596","2048-05",2048,5,2048-05-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4458.11
"3597","2048-05",2048,5,2048-05-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4458.11
"3598","2048-05",2048,5,2048-05-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",541.89
"3599","2048-05",2048,5,2048-05-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",541.89
"3600","2048-05",2048,5,2048-05-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4458.11
"3601","2048-05",2048,5,2048-05-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-541.89
"3602","2048-05",2048,5,2048-05-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3603","2048-06",2048,6,2048-06-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4480.4
"3604","2048-06",2048,6,2048-06-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4480.4
"3605","2048-06",2048,6,2048-06-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",519.6
"3606","2048-06",2048,6,2048-06-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",519.6
"3607","2048-06",2048,6,2048-06-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4480.4
"3608","2048-06",2048,6,2048-06-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-519.6
"3609","2048-06",2048,6,2048-06-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3610","2048-07",2048,7,2048-07-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4502.8
"3611","2048-07",2048,7,2048-07-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4502.8
"3612","2048-07",2048,7,2048-07-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",497.2
"3613","2048-07",2048,7,2048-07-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",497.2
"3614","2048-07",2048,7,2048-07-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4502.8
"3615","2048-07",2048,7,2048-07-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-497.2
"3616","2048-07",2048,7,2048-07-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3617","2048-08",2048,8,2048-08-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4525.31
"3618","2048-08",2048,8,2048-08-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4525.31
"3619","2048-08",2048,8,2048-08-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",474.69
"3620","2048-08",2048,8,2048-08-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",474.69
"3621","2048-08",2048,8,2048-08-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4525.31
"3622","2048-08",2048,8,2048-08-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-474.69
"3623","2048-08",2048,8,2048-08-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3624","2048-09",2048,9,2048-09-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4547.94
"3625","2048-09",2048,9,2048-09-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4547.94
"3626","2048-09",2048,9,2048-09-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",452.06
"3627","2048-09",2048,9,2048-09-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",452.06
"3628","2048-09",2048,9,2048-09-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4547.94
"3629","2048-09",2048,9,2048-09-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-452.06
"3630","2048-09",2048,9,2048-09-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3631","2048-10",2048,10,2048-10-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4570.68
"3632","2048-10",2048,10,2048-10-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4570.68
"3633","2048-10",2048,10,2048-10-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",429.32
"3634","2048-10",2048,10,2048-10-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",429.32
"3635","2048-10",2048,10,2048-10-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4570.68
"3636","2048-10",2048,10,2048-10-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-429.32
"3637","2048-10",2048,10,2048-10-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3638","2048-11",2048,11,2048-11-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4593.53
"3639","2048-11",2048,11,2048-11-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4593.53
"3640","2048-11",2048,11,2048-11-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",406.47
"3641","2048-11",2048,11,2048-11-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",406.47
"3642","2048-11",2048,11,2048-11-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4593.53
"3643","2048-11",2048,11,2048-11-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-406.47
"3644","2048-11",2048,11,2048-11-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3645","2048-12",2048,12,2048-12-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4616.5
"3646","2048-12",2048,12,2048-12-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4616.5
"3647","2048-12",2048,12,2048-12-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",383.5
"3648","2048-12",2048,12,2048-12-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",383.5
"3649","2048-12",2048,12,2048-12-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4616.5
"3650","2048-12",2048,12,2048-12-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-383.5
"3651","2048-12",2048,12,2048-12-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3652","2049-01",2049,1,2049-01-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4639.58
"3653","2049-01",2049,1,2049-01-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4639.58
"3654","2049-01",2049,1,2049-01-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",360.42
"3655","2049-01",2049,1,2049-01-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",360.42
"3656","2049-01",2049,1,2049-01-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4639.58
"3657","2049-01",2049,1,2049-01-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-360.42
"3658","2049-01",2049,1,2049-01-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3659","2049-02",2049,2,2049-02-28,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4662.78
"3660","2049-02",2049,2,2049-02-28,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4662.78
"3661","2049-02",2049,2,2049-02-28,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",337.22
"3662","2049-02",2049,2,2049-02-28,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",337.22
"3663","2049-02",2049,2,2049-02-28,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4662.78
"3664","2049-02",2049,2,2049-02-28,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-337.22
"3665","2049-02",2049,2,2049-02-28,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3666","2049-03",2049,3,2049-03-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4686.1
"3667","2049-03",2049,3,2049-03-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4686.1
"3668","2049-03",2049,3,2049-03-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",313.9
"3669","2049-03",2049,3,2049-03-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",313.9
"3670","2049-03",2049,3,2049-03-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4686.1
"3671","2049-03",2049,3,2049-03-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-313.9
"3672","2049-03",2049,3,2049-03-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3673","2049-04",2049,4,2049-04-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4709.53
"3674","2049-04",2049,4,2049-04-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4709.53
"3675","2049-04",2049,4,2049-04-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",290.47
"3676","2049-04",2049,4,2049-04-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",290.47
"3677","2049-04",2049,4,2049-04-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4709.53
"3678","2049-04",2049,4,2049-04-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-290.47
"3679","2049-04",2049,4,2049-04-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3680","2049-05",2049,5,2049-05-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4733.07
"3681","2049-05",2049,5,2049-05-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4733.07
"3682","2049-05",2049,5,2049-05-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",266.93
"3683","2049-05",2049,5,2049-05-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",266.93
"3684","2049-05",2049,5,2049-05-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4733.07
"3685","2049-05",2049,5,2049-05-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-266.93
"3686","2049-05",2049,5,2049-05-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3687","2049-06",2049,6,2049-06-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4756.74
"3688","2049-06",2049,6,2049-06-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4756.74
"3689","2049-06",2049,6,2049-06-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",243.26
"3690","2049-06",2049,6,2049-06-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",243.26
"3691","2049-06",2049,6,2049-06-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4756.74
"3692","2049-06",2049,6,2049-06-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-243.26
"3693","2049-06",2049,6,2049-06-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3694","2049-07",2049,7,2049-07-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4780.52
"3695","2049-07",2049,7,2049-07-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4780.52
"3696","2049-07",2049,7,2049-07-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",219.48
"3697","2049-07",2049,7,2049-07-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",219.48
"3698","2049-07",2049,7,2049-07-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4780.52
"3699","2049-07",2049,7,2049-07-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-219.48
"3700","2049-07",2049,7,2049-07-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3701","2049-08",2049,8,2049-08-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4804.43
"3702","2049-08",2049,8,2049-08-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4804.43
"3703","2049-08",2049,8,2049-08-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",195.57
"3704","2049-08",2049,8,2049-08-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",195.57
"3705","2049-08",2049,8,2049-08-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4804.43
